Index,Height(Inches),Weight(Pounds),Height_cm,Weight_kg
214,67.93699,112.0489,172.5599546,50.82448465
215,68.89855,136.1884,175.002317,61.77396873
216,67.29191,131.236,170.9214514,59.52759971
217,69.57212,131.3231,176.7131848,59.56710758
218,67.67479,119.5261,171.8939666,54.21608275
219,69.04155,116.9965,175.365537,53.06867643
220,67.96765,138.5255,172.637831,62.8340586
221,65.83982,109.6518,167.2331428,49.73717927
222,65.77288,130.1569,167.0631152,59.03812858
223,71.14106,137.1114,180.6982924,62.19263415
224,67.83055,113.759,172.289597,51.60017233
225,65.0693,114.9725,165.276022,52.15060622
226,69.70745,127.7149,177.056923,57.93045692
227,69.92983,121.9972,177.6217682,55.33695394
228,66.11569,117.9607,167.9338526,53.50602983
229,68.61364,127.7141,174.2786456,57.93009405
230,68.9976,117.9619,175.253904,53.50657414
231,66.79171,125.1554,169.6509434,56.7694882
232,68.02363,141.1026,172.7800202,64.00301054
233,69.67258,145.4822,176.9683532,65.98956206
234,71.82178,116.065,182.4273212,52.64615548
235,72.74676,135.7458,184.7767704,61.57320891
236,67.27951,132.9248,170.8899554,60.29362588
237,67.41015,115.6622,171.221781,52.46344862
238,68.5315,114.3184,174.07001,51.85391169
239,68.47126,148.952,173.9170004,67.56343558
240,68.51867,142.1878,174.0374218,64.49524858
241,63.72529,134.104,161.8622366,60.82850157
242,67.70483,141.8926,171.9702682,64.36134822
243,69.47115,138.7444,176.456721,62.93334988
244,66.70198,134.449,169.4230292,60.98499081
245,65.23126,117.0167,165.6874004,53.07783899
246,69.89473,115.6752,177.5326142,52.46934532
247,69.83048,134.7905,177.3694192,61.13989248
248,65.3979,120.5746,166.110666,54.69167396
249,68.32214,120.0835,173.5382356,54.46891493
250,65.93895,84.3598,167.484933,38.2649304
251,70.09805,138.9394,178.049047,63.02180032
252,66.05531,143.5245,167.7804874,65.101565
253,68.23481,123.1347,173.3164174,55.85291484
254,65.21758,115.5261,165.6526532,52.40171475
255,69.16173,120.9844,175.6707942,54.87755596
256,67.60064,120.6473,171.7056256,54.7246501
257,67.28621,124.0352,170.9069734,56.26137444
258,66.84323,117.2238,169.7818042,53.17177789
259,68.08281,127.9598,172.9303374,58.0415416
260,66.56991,116.7527,169.0875714,52.9580907
261,70.16973,121.9957,178.2311142,55.33627355
262,67.85113,123.9952,172.3418702,56.24323076
263,66.62309,108.855,169.2226486,49.37575716
264,63.68816,104.6574,161.7679264,47.47175938
265,68.0356,132.248,172.810424,59.98663482
266,66.941,127.1834,170.03014,57.68937277
267,66.26292,125.1209,168.3078168,56.75383927
268,70.7301,133.322,179.654454,60.47379262
269,70.70844,122.3364,179.5994376,55.49081235
270,73.26872,130.2636,186.1025488,59.08652685
271,63.79021,116.7431,162.0271334,52.95373622
272,67.84109,125.8534,172.3163686,57.08609541
273,67.78058,100.627,172.1626732,45.64360218
274,67.23901,118.4945,170.7870854,53.74815724
275,66.75701,137.1255,169.5628054,62.1990298
276,69.03098,118.6991,175.3386892,53.84096217
277,68.52652,124.1641,174.0573608,56.31984245
278,64.65419,124.9442,164.2216426,56.67368957
279,65.14295,126.3889,165.463093,57.32899393
280,66.74124,121.5255,169.5227496,55.1229946
281,66.99923,133.2951,170.1780442,60.461591
282,70.26611,127.4072,178.4759194,57.79088666
283,67.57666,125.08,171.6447164,56.73528736
284,66.30582,102.8114,168.4167828,46.63442855
285,68.90702,134.2212,175.0238308,60.88166255
286,65.60543,100.9758,166.6377922,45.80181507
287,68.00189,145.8886,172.7248006,66.17390185
288,69.93715,155.3046,177.640361,70.44492412
289,70.1459,138.7175,178.170586,62.92114826
290,66.66364,116.2611,169.3256456,52.73510487
291,69.40676,120.6087,176.2931704,54.70714145
292,66.80598,114.4083,169.6871892,51.89468961
293,67.70048,133.3406,171.9592192,60.48222944
294,69.13438,92.74955,175.6013252,42.07045388
295,67.53769,131.7825,171.5457326,59.77548774
296,65.77912,118.3865,167.0789648,53.69916931
297,66.25769,131.1466,168.2945326,59.48704859
298,67.39038,130.2033,171.1715652,59.05917525
299,64.94327,129.1836,164.9559058,58.59664749
300,69.25699,143.1445,175.9127546,64.92920004
301,69.07739,138.7307,175.4565706,62.92713567
302,69.64403,130.9528,176.8958362,59.39914246
303,69.07705,124.3032,175.455707,56.38293709
304,68.01304,135.3702,172.7531216,61.40283976
305,68.85664,124.1988,174.8958656,56.33558209
306,63.19158,111.2389,160.5066132,50.45707513
307,65.57591,129.4037,166.5628114,58.69648309
308,69.12101,127.7444,175.5673654,57.94383788
309,69.78765,121.3311,177.260631,55.03481631
310,67.48203,118.2183,171.4043562,53.62287513
311,69.08809,123.3441,175.4837486,55.94789701
312,68.5529,151.9118,174.124366,68.90597719
313,68.21327,115.3108,173.2617058,52.30405639
314,67.1012,122.3844,170.437048,55.51258476
315,71.23661,129.2323,180.9409894,58.61873742
316,69.11946,138.2824,175.5634284,62.72379038
317,65.49848,144.0565,166.3661392,65.34287595
318,66.58706,120.8482,169.1311324,54.81577673
319,67.99831,113.3034,172.7157074,51.39351581
320,72.57747,149.3227,184.3467738,67.73158214
321,67.97585,130.6373,172.658659,59.25603418
322,66.62347,122.387,169.2236138,55.5137641
323,67.29574,133.8677,170.9311796,60.72131778
324,65.95951,134.8336,167.5371554,61.15944229
325,66.54011,137.8363,169.0118794,62.52144299
326,68.07723,112.6812,172.9161642,51.11129087
327,65.83291,121.1964,167.2155914,54.97371747
328,69.23721,114.9262,175.8625134,52.12960491
329,64.69413,110.3762,164.3230902,50.06576131
330,69.21372,126.0337,175.8028488,57.16787805
331,67.16792,118.7008,170.6065168,53.84173327
332,67.8467,119.3108,172.330618,54.11842439
333,69.27389,150.7397,175.9556806,68.374322
334,67.90547,121.1142,172.4798938,54.93643221
335,67.076,118.4065,170.37304,53.70824115
336,70.01531,142.759,177.8388874,64.75434033
337,70.05454,145.6305,177.9385316,66.05682976
338,70.86714,127.3425,180.0025356,57.76153926
339,66.0586,115.9678,167.788844,52.60206634
340,65.23745,104.4441,165.703123,47.37500821
341,68.7413,138.4905,174.602902,62.81818288
342,69.51946,145.5049,176.5794284,65.9998586
343,70.30764,124.4065,178.5814056,56.42979315
344,67.29982,124.1866,170.9415428,56.33004827
345,67.60582,126.1659,171.7187828,57.22784291
346,67.85566,138.8125,172.3533764,62.9642395
347,66.46536,121.5515,168.8220144,55.13478799
348,68.92071,114.2555,175.0586034,51.82538076
349,68.46886,129.4022,173.9109044,58.6958027
350,69.5193,137.5583,176.579022,62.39534441
351,70.23956,134.4996,178.4084824,61.00794256
352,67.85651,127.7103,172.3555354,57.9283704
353,68.00435,115.6709,172.731049,52.46739487
354,67.13983,131.5906,170.5351682,59.68844344
355,68.09931,127.5839,172.9722474,57.87103637
356,68.99077,125.7211,175.2365558,57.02608519
357,69.32618,119.9885,176.0884972,54.42582369
358,70.09286,140.8676,178.0358644,63.89641642
359,68.74304,136.9164,174.6073216,62.10418371
360,64.18633,118.4759,163.0332782,53.73972043
361,66.09074,129.5516,167.8704796,58.76356935
362,69.24418,152.0714,175.8802172,68.97837047
363,69.66512,120.8646,176.9494048,54.82321564
364,68.42721,136.1027,173.8051134,61.7350959
365,68.28613,130.0611,173.4467702,58.99467447
366,69.37684,131.7743,176.2171736,59.77176829
367,68.35315,139.38,173.617001,63.22165296
368,72.32489,168.229,183.7052206,76.30732857
369,70.37159,127.6446,178.7438386,57.8985694
370,65.72927,131.8008,166.9523458,59.78378847
371,66.49627,122.8561,168.9005258,55.72654411
372,70.81339,140.2133,179.8660106,63.59963117
373,67.37579,142.6929,171.1345066,64.7243579
374,67.79709,137.4299,172.2046086,62.3371032
375,68.1607,126.0392,173.128178,57.17037281
376,68.85782,143.5985,174.8988628,65.13513081
377,67.71342,122.62,171.9920868,55.61945104
378,64.66007,108.6044,164.2365778,49.262087
379,65.73721,100.6617,166.9725134,45.65934183
380,68.42441,116.1397,173.7980014,52.6800388
381,68.88946,140.5293,174.9792284,63.74296625
382,68.27367,125.6907,173.4151218,57.01229599
383,69.18045,134.3329,175.718343,60.93232878
384,72.60996,136.4649,184.4292984,61.89938692
385,66.04157,127.8822,167.7455878,58.00634286
386,69.2288,123.1361,175.841152,55.85354987
387,68.87697,116.3375,174.9475038,52.7697593
388,66.46042,124.5581,168.8094668,56.4985577
389,69.30444,125.7853,176.0332776,57.0552058
390,67.58249,107.5905,171.6595246,48.80219008
391,69.41816,143.0236,176.3221264,64.87436077
392,67.46867,118.7434,171.3704218,53.86105629
393,66.44873,118.9856,168.7797742,53.97091628
394,68.76185,131.8744,174.655099,59.81717284
395,63.76881,119.3691,161.9727774,54.14486881
396,69.03663,126.1223,175.3530402,57.2080663
397,66.48966,126.6122,168.8837364,57.43028102
398,66.74224,113.5597,169.5252896,51.50977144
399,67.69394,115.8413,171.9426076,52.54468695
400,66.69066,130.2738,169.3942764,59.09115349
401,67.02877,125.4542,170.2530758,56.90502149
402,65.91096,117.1655,167.4138384,53.14533348
403,70.0304,137.3184,177.877216,62.28652769
404,69.26978,149.4447,175.9452412,67.78692036
405,70.07695,151.0695,177.995453,68.52391664
406,64.90942,116.9994,164.8699268,53.06999184
407,69.68744,138.1787,177.0060976,62.67675289
408,67.56524,127.621,171.6157096,57.88786463
409,63.85529,120.7514,162.1924366,54.77186903
410,71.6189,144.2537,181.912006,65.43232429
411,64.98993,105.7939,165.0744222,47.98726669
412,64.60759,120.1567,164.1032786,54.50211787
413,62.01666,109.0848,157.5223164,49.4799926
414,65.28516,125.971,165.8243064,57.13943783
415,67.70163,110.2325,171.9621402,50.00058014
416,70.85794,134.4706,179.9791676,60.9947884
417,68.17075,115.5067,173.153705,52.39291507
418,67.45006,125.1086,171.3231524,56.74826009
419,71.04224,116.4113,180.4472896,52.80323439
420,67.83032,133.3944,172.2890128,60.50663268
421,67.15488,108.7478,170.5733952,49.3271321
422,68.30289,134.3986,173.4893406,60.96212977
423,65.41208,131.2085,166.1466832,59.51512593
424,68.66755,130.8318,174.415577,59.34425783
425,70.06733,127.0838,177.9710182,57.64419501
426,69.13413,119.4067,175.6006902,54.16192387
427,67.02078,105.5616,170.2327812,47.88189727
428,65.52274,134.4733,166.4277596,60.99601309
429,70.19808,132.6897,178.3031232,60.1869864
430,67.66866,126.058,171.8783964,57.17890034
431,69.73257,126.3532,177.1207278,57.31280069
432,67.61719,142.3603,171.7476626,64.5734932
433,70.79589,124.5873,179.8215606,56.51180258
434,69.65804,122.3604,176.9314216,55.50169856
435,66.73277,123.2298,169.5012358,55.89605144
436,67.58008,131.4049,171.6534032,59.6042114
437,65.25317,124.3037,165.7430518,56.38316389
438,70.71387,128.3836,179.6132298,58.23377389
439,71.27374,136.853,181.0352996,62.07542598
440,66.55913,118.0569,169.0601902,53.54966538
441,68.04247,121.4969,172.8278738,55.11002186
442,68.11699,119.2811,173.0171546,54.10495271
443,71.2367,126.5545,180.941218,57.40410876
444,66.92387,129.2477,169.9866298,58.62572274
445,71.10381,134.7804,180.6036774,61.1353112
446,69.41466,146.0725,176.3132364,66.25731742
447,69.16807,162.4109,175.6868978,73.66828495
448,68.57725,130.1885,174.186215,59.05246209
449,69.60315,132.1941,176.792001,59.96218621
450,69.05087,127.4591,175.3892098,57.81442809
451,68.28699,125.3466,173.4489546,56.85621499
452,69.25276,134.7559,175.9020104,61.12419819
453,68.23862,121.9395,173.3260948,55.31078168
454,67.6868,125.6688,171.924472,57.00236233
455,68.84083,145.956,174.8557082,66.20447395
456,69.52061,119.9207,176.5823494,54.39507015
457,66.97668,111.5093,170.1207672,50.57972641
458,72.0053,138.676,182.893462,62.90232419
459,67.44482,135.0151,171.3098428,61.24176924
460,66.06214,116.509,167.7978356,52.84755033
461,65.5747,123.9575,166.559738,56.22613034
462,68.30171,136.952,173.4863434,62.12033158
463,71.02603,153.0797,180.4061162,69.43572728
464,70.76882,126.357,179.7528028,57.31452434
465,67.50812,145.0614,171.4706248,65.79869055
466,69.50936,135.1739,176.5537744,61.31379965
467,66.4455,108.806,168.77157,49.35353115
468,68.5689,110.5155,174.165006,50.12894668
469,67.01296,138.2685,170.2129184,62.71748545
470,68.70004,119.5111,174.4981016,54.20927887
471,68.23013,115.3214,173.3045302,52.30886447
472,70.40713,132.3684,178.8341102,60.04124729
473,65.69989,93.99438,166.8777206,42.63509881
474,65.7031,127.4051,166.885874,57.78993412
475,68.48055,134.3024,173.940597,60.91849422
476,66.62891,124.9721,169.2374314,56.68634478
477,66.84285,124.072,169.780839,56.27806662
478,69.89734,133.5476,177.5392436,60.57612298
479,67.6543,134.1509,171.841922,60.84977503
480,68.30917,130.2489,173.5052918,59.07985905
481,69.74848,138.0935,177.1611392,62.63810685
482,68.57906,126.6064,174.1908124,57.42765019
483,68.14477,131.8076,173.0877158,59.7868729
484,67.98093,131.7363,172.6715622,59.75453179
485,64.82535,117.6261,164.656389,53.35425795
486,69.20785,126.1943,175.787939,57.24072493
487,69.2656,127.5132,175.934624,57.83896741
488,70.9403,142.4785,180.188362,64.62710777
489,69.07826,139.444,175.4587804,63.25068285
490,66.20183,110.3204,168.1526482,50.04045088
491,71.05779,131.9541,180.4867866,59.85332413
492,68.99493,129.2037,175.2471222,58.60576469
493,70.96089,124.3513,180.2406606,56.40475487
494,66.02496,126.5251,167.7033984,57.39077316
495,69.8641,149.2303,177.454814,67.68967024
496,66.82802,142.1577,169.7431708,64.48159546
497,69.09424,127.1436,175.4993696,57.67131981
498,66.81425,122.3353,169.708195,55.4903134
499,67.13183,112.6659,170.5148482,51.10435091
500,64.57428,134.2647,164.0186712,60.9013938
501,68.68038,120.6936,174.4481652,54.74565141
502,67.53724,115.783,171.5445896,52.51824254
503,71.17732,128.6855,180.7903928,58.37071332
504,70.53514,134.7611,179.1592556,61.12655687
505,71.53411,118.3419,181.6966394,53.6789391
506,66.77301,106.1557,169.6034454,48.15137627
507,66.33636,126.3823,168.4943544,57.32600022
508,64.83095,114.3716,164.670613,51.87804279
509,68.38247,130.2787,173.6914738,59.09337609
510,68.05038,123.3066,172.8479652,55.93088731
511,69.09149,122.8571,175.4923846,55.7269977
512,69.91046,125.6932,177.5725684,57.01342997
513,68.40737,111.7247,173.7547198,50.67743012
514,68.32559,125.5516,173.5469986,56.94920135
515,66.95555,119.9702,170.067097,54.41752296
516,70.54816,132.6043,179.1923264,60.14824965
517,69.37805,132.6738,176.220247,60.17977429
518,67.52012,117.4521,171.5011048,53.27533294
519,64.87142,101.8549,164.7734068,46.2005678
520,69.13396,128.4418,175.6002584,58.26017295
521,68.81192,134.0414,174.7822768,60.80010671
522,67.56446,127.7511,171.6137284,57.94687695
523,68.16772,127.6172,173.1460088,57.88614098
524,65.80687,139.3971,167.1494498,63.22940938
525,64.92276,113.9381,164.9038104,51.68141066
526,68.35584,147.5188,173.6238336,66.91334753
527,66.71546,132.6523,169.4572684,60.17002206
528,69.18196,132.8139,175.7221784,60.24332253
529,65.88795,105.0942,167.355393,47.66988837
530,66.03733,127.5187,167.7348182,57.84146217
531,69.44194,130.7305,176.3825276,59.29830896
532,67.14847,128.5815,170.5571138,58.32353975
533,65.69442,122.5699,166.8638268,55.59672608
534,69.42723,157.2961,176.3451642,71.34825259
535,66.54503,121.1097,169.0243762,54.93439104
536,69.04469,147.5061,175.3735126,66.90758691
537,67.62036,117.493,171.7557144,53.29388486
538,69.59105,132.4472,176.761267,60.07699034
539,68.12343,118.1774,173.0335122,53.60432322
540,71.22641,123.7319,180.9150814,56.12379998
541,66.43285,130.365,168.739439,59.13252108
542,66.31808,122.8882,168.4479232,55.74110441
543,68.02724,107.8693,172.7891896,48.92865153
544,68.2876,118.591,173.450504,53.79192887
545,66.91609,125.6467,169.9668686,56.99233795
546,71.77546,148.6016,182.3096684,67.40449695
547,66.04535,150.279,167.755189,68.16535217
548,69.01455,127.0678,175.296957,57.63693754
549,68.70744,128.7122,174.5168976,58.38282422
550,65.012,118.4233,165.13048,53.71586149
551,66.05857,125.3879,167.7887678,56.87494834
552,71.16403,149.2676,180.7566362,67.70658922
553,67.55274,107.3484,171.5839596,48.69237545
554,68.83455,133.6992,174.839757,60.64488753
555,68.11811,124.8508,173.0199994,56.63132407
556,67.90528,112.7028,172.4794112,51.12108846
557,67.64085,127.8407,171.807759,57.98751879
558,69.78282,134.1615,177.2483628,60.85458311
559,67.99889,138.6031,172.7171806,62.86925734
560,69.41465,126.044,176.313211,57.17255005
561,70.42989,129.5856,178.8919206,58.77899148
562,67.67519,134.1054,171.8949826,60.8291366
563,67.88036,106.1251,172.4161144,48.13749636
564,68.06905,127.0561,172.895387,57.63163051
565,66.99435,121.9241,170.165649,55.30379637
566,71.57689,150.7365,181.8053006,68.37287051
567,64.36564,116.0061,163.4887256,52.61943891
568,67.93011,125.4748,172.5424794,56.91436548
569,69.91863,131.6099,177.5933202,59.69719776
570,69.93864,129.0696,177.6441456,58.544938
571,66.79766,129.1117,169.6660564,58.56403423
572,70.11119,148.1624,178.0824226,67.20527934
573,68.94814,105.388,175.1282756,47.8031537
574,68.02886,110.5447,172.7933044,50.14219156
575,69.36148,118.6402,176.1781592,53.8142456
576,68.44886,122.8151,173.8601044,55.70794684
577,65.70282,124.887,166.8851628,56.6477441
578,69.55674,135.7695,176.6741196,61.58395904
579,65.84635,116.4563,167.249729,52.82364603
580,68.79983,125.3617,174.7515682,56.86306423
581,69.03835,133.122,175.357409,60.38307422
582,67.36352,138.3328,171.1033408,62.74665142
583,70.35788,124.4972,178.7090152,56.47093394
584,69.88828,136.7205,177.5162312,62.01532504
585,65.15319,115.0153,165.4891026,52.17001996
586,69.40907,132.6366,176.2990378,60.16290067
587,68.50874,143.1323,174.0121996,64.92366622
588,65.71552,134.7422,166.9174208,61.11798398
